,,,,,,,,,,Sentiment Scores,,,,
BBC News,BBC News,What's on the agenda for the royal talks?,A Michigan man was arrested for sending an email threatening to hunt down and bleed out an attorney for the whistleblower who set in motion President Donald Trumps impeachment according to an indictment unsealed Thursday Brittan J Atkinson allegedly sent the message to attorney Mark Zaid the day after Trump held up a photo of the Washington lawyer and read some of his tweets at a rally in Louisiana last November All traitors must die miserable deaths Atkinsons email read in part the indictment says Those that represent traitors shall meet the same fate We will hunt you down and bleed you out like the pigs you are We have nothing but time and you are running out of it Keep looking over your shoulder We know who you are where you live and who you associate with We are all strangers in a crowd to you Atkinson was ordered temporarily detained after he pleaded not guilty to a charge of violating a federal law banning threats communicated across state lines according to court records He faces up to five years in prison if convicted,Liberal,-4,,,,,,,,,
BBC News,BBC News,China rules out Sars in mystery pneumonia outbreak,A new Des Moines Register poll shows Bernie Sanders with a slight lead in Iowa as caucus day approaches CBS News campaign reporter Adam Brewster joined CBSN with the latest on the two zero two zero race,Neutral,-1,,,,,,,,,
BBC News,BBC News,Portrait of Queen and three heirs marks new decade,A new third party app called Smoke will bring parts of Valves Steam to the Apple Watch including being able to read news and keep up with what friends are playing,Neutral,-1,,,,,,,,,
BBC News,BBC News,Harvey Weinstein rebuked for using phone in court,A newlywed couple that had traveled to Iran to get married were among the six three Canadians killed when their Ukrainian Airlines flight crashed early on Wednesday according to a community leader in the western Canadian city where three zero victims came from,Neutral,-4,,,,,,,,,
BBC News,BBC News,Nobel Prize-winning scientist retracts paper,A northern suburb of Minneapolis resembled a scene out of Oz this week after a freight train spilled enough corn to†fill a stretch of railroad tracks,Conservative,-2,,,,,,,,,
BBC News,BBC News,Why were so many Canadians on doomed Iran plane?,A pilot who crashed on top of a New York City high rise building was did not know where he way and was flying in and out of clouds just before the accident,Neutral,-2,,,,,,,,,
BBC News,BBC News,Sir Rod Stewart charged over hotel 'punch',A President impeached at home and using lethal force abroad Threats of a nuclear program in the Middle East questions about an international coalition and a Gulf War in the not so distant memory,Liberal,-3,,,,,,,,,
BBC News,BBC News,Stars gather in Hollywood for Golden Globes,A recent poll shows former Vice President Joe Biden D is the favored candidate among black vote,Neutral,-2,,,,,,,,,
BBC News,BBC News,Coronavirus: South Korean sect identified as hotbed,A Republican congressman on Monday posted a fake photo of former President Barack Obama shaking hands with the Iranian president and later acknowledged that the image was falsified,Liberal,-2,,,,,,,,,
BBC News,BBC News,"'For humans to survive, yaks must too'",A simple explainer Why did the US kill Qassem Soleimani how has Iran responded and what might happen next,Liberal,-2,,,,,,,,,
BBC News,BBC News,Ukrainian passenger plane crashes in Iran,A UN expert warns of a future where the wealthy pay to escape while the rest suffer,Liberal,-4,,,,,,,,,
BBC News,BBC News,"'Climate apartheid' looms, UN expert warns",A United States air strike targeted an Iraqi militia late on Friday on Taji road north of Baghdad state TV said It did not name the militia or provide further details,Neutral,-2,,,,,,,,,
BBC News,BBC News,Syria civil war: How a father helps his daughter cope with life in a warzone,Abdullah Mohammad and his family are living in a warzone but they ve come up with a unique way to cope with air strikes When Salwa became startled by loud noises her father used the sound of children letting off fireworks to show her that loud noises could be funny Abdullah says he tries to stay controlled and appear happy when air strikes are happening so his daughter can feel calm and happy too,Liberal,-2,,,,,,,,,
BBC News,BBC News,Australian navy begins rescue from fire-hit town,About eight zero zero people trapped by fire in the town of Mallacoota are expected to board the HMAS Choules,Liberal,-1,,,,,,,,,
BBC News,BBC News,Plane crash victims 'were the best of us‚Äô,Across Canada communities are grieving the six three Canadians killed in the Ukraine Flight PSseven five two crash,Liberal,-4,,,,,,,,,
BBC News,BBC News,Brain 'shrinks' if children neglected,Adopted children who had been suffered deprivation in Romanian orphanages had smaller brains than others,Liberal,-4,,,,,,,,,
BBC News,BBC News,Australia to send in military as fires rage,Aircraft and ships will be sent to New South Wales and Victoria where thousands fled to the coast,Liberal,-2,,,,,,,,,
BBC News,BBC News,Crashed Iran plane 'tried to return to airport',All one seven six people on board were killed when the plane crashed in Tehrans airport,Liberal,-4,,,,,,,,,
BBC News,BBC News,Iran 'mistakenly shot down Ukraine jet' - US media,All one seven six people on board were killed when the plane crashed just after take off from Tehrans airport,Liberal,-4,,,,,,,,,
BBC News,BBC News,US prison cadets fired over Nazi salute photo,All the West Virginia cadets pictured making the gesture at a training session have been fired,Liberal,-3,,,,,,,,,
BBC News,BBC News,Pelosi loses Senate Democrats on impeachment delay,Amid Democratic defections the Republican Senate leader vowed no haggling over Mr Trumps trial,Liberal,-2,,,,,,,,,
BBC News,BBC News,'Students fell to the ground... they kept beating',An investigation into what led to the brutal attack on students at Delhis Jawaharlal Nehru University,Liberal,-4,,,,,,,,,
BBC News,BBC News,Oil prices jump after top Iranian general killed,Analysts warn the move could escalate tensions in the region and affect global oil production,Liberal,-3,,,,,,,,,
BBC News,BBC News,"World's worst measles outbreak kills 6,000",Around three one zero zero zero zero cases have been reported in the Democratic Republic of Congo since early two zero one nine ,Liberal,-1,,,,,,,,,
BBC News,BBC News,I have my suspicions on plane crash - Trump,Asked about the Iran plane crash the US president says he doubts it was caused by a mechanical fault,Liberal,-2,,,,,,,,,
BBC News,BBC News,Vast 'star nursery' region found in our galaxy,Astronomers find a vast structure in our galaxy made up of many interconnected star nurseries ,Liberal,-1,,,,,,,,,
BBC News,BBC News,Libya military school hit by deadly air strike,At least two eight people are dead and others wounded in the capital Tripoli officials say,Liberal,-3,,,,,,,,,
BBC News,BBC News,New Zealand fireworks help usher in new decade,Auckland has become the worlds first major city to celebrate the start of two zero two zero with a bang,Liberal,-1,,,,,,,,,
BBC News,BBC News,Samsung sued over water-resistant phone claims,Australias consumer watchdog alleges the company made false claims about using its phone s while swimming,Liberal,-2,,,,,,,,,
BBC News,BBC News,Philippine Taal volcano begins spewing lava,Authorities have warned that a hazardous eruption could take place within hours or days ,Liberal,-2,,,,,,,,,
BBC News,BBC News,'Don't drink drive' politician held for just that,Brian Kolb wrote an article warning people not to drive drunk just one week before his own arrest,Liberal,-2,,,,,,,,,
BBC News,BBC News,Royals 'hurt' as Sussexes begin 'next chapter',Buckingham Palace was blindsided by Prince Harry and Meghans decision to step back from their roles,Liberal,-2,,,,,,,,,
BBC News,BBC News,Johnson should give row 'explanation',Cabinet minister Liam Fox says it would be easier if the PM contender explained a row at his home,Liberal,-1,,,,,,,,,
BBC News,BBC News,Federer responds to climate change criticism,Campaigners including Greta Thunberg want Federer to end a sponsorship deal with Credit Suisse,Liberal,-1,,,,,,,,,
BBC News,BBC News,Why Meghan and Harry have Canada in their sights,Canadians are excited at the prospect that the royal couple might make Canada their home,Liberal,-1,,,,,,,,,
BBC News,BBC News,Arrest warrant issued for Carlos Ghosn's wife,Carole Ghosn is suspected of making a false statement to investigators,Liberal,-1,,,,,,,,,
BBC News,BBC News,Spain's political deadlock nears end,Catalonias biggest party agrees to support a Socialist led administration in return for talks,Liberal,-1,,,,,,,,,
BBC News,BBC News,"'Incredible, stunning' singer is the Sound of 2020",Celeste got fired over her love of music Now shes been named the UKs most promising new star,Liberal,-3,,,,,,,,,
BBC News,BBC News,Thailand 'anti-dictatorship run' draws thousands,Crowds urge more political freedom in one of the biggest shows of dissent against the government,Liberal,-2,,,,,,,,,
BBC News,BBC News,Democrats question Trump's embassy attacks claim,Democrats say they have seen no evidence Irans Qasem Soleimani was plotting to attack US embassies,Liberal,-3,,,,,,,,,
BBC News,BBC News,Protesters in Iran condemn 'lies' on downed plane,Demonstrators in Tehran vent anger at officials who earlier denied Iran shot down a Ukraine airliner,Liberal,-4,,,,,,,,,
BBC News,BBC News,Trump says sexual assault accuser 'not my type',Donald Trump has denied allegations he sexually assaulted columnist E Jean Carroll in the one nine nine zero s,Liberal,-3,,,,,,,,,
BBC News,BBC News,Kushner says Mid-East peace can bring prosperity,Donald Trumps son in law says his economic plan offers Palestinians the opportunity of the century ,Liberal,-1,,,,,,,,,
BBC News,BBC News,Steady-handed doc performs first eye op on gorilla,Dr Chris Heichel had operated on thousands of humans but never any other type of primate,Liberal,-1,,,,,,,,,
BBC News,BBC News,Prozac Nation author dies aged 52,Elizabeth Wurtzels best selling memoir documented her struggles with depression and addiction,Liberal,-4,,,,,,,,,
BBC News,BBC News,Ethical veganism is philosophical belief - judge,Ethical vegan Jordi Casamitjana is extremely happy with a tribunals ruling his belief is protected in law,Liberal,-1,,,,,,,,,
BBC News,BBC News,UN accuses Venezuela of using death squads,Extrajudicial killings and the planting of evidence are used to remove oppone nts a report alleges,Liberal,-2,,,,,,,,,
BBC News,BBC News,US storms kill at least eight in southern states,Fatalities are reported in Louisiana Alabama and Texas as extreme weather continues,Liberal,-3,,,,,,,,,
BBC News,BBC News,Oscars 2020: The nominees so far,Find out who ll be competing for the golden statuettes at this years Academy Awards,Liberal,-1,,,,,,,,,
BBC News,BBC News,Man survives three weeks stranded in Alaska,Fire destroyed Tyson Steeles remote cabin killing his dog and leaving him alone for weeks,Liberal,-3,,,,,,,,,
